# dc:title,教育部國語辭典簡編本詞庫,
# dc:rights,中華民國教育部（Ministry of Education, R.O.C.）。《國語辭典簡編本》（版本編號：2014_20251229 ）網址： http://dict.concised.moe.edu.tw /,
# dc:license,CC-BY-ND-3.0-TW,
# dc:identifier,2025.12.29,
它們,1,ㄊㄚ ㄇㄣ˙
他,1,ㄊㄚ
他們,1,ㄊㄚ ㄇㄣ˙
他方,1,ㄊㄚ ㄈㄤ
他力,1,ㄊㄚ ㄌㄧˋ
他倆,1,ㄊㄚ ㄌㄧㄚˇ
他國,1,ㄊㄚ ㄍㄨㄛˊ
他鄉,1,ㄊㄚ ㄒㄧㄤ
他鄉遇故知,1,ㄊㄚ ㄒㄧㄤ ㄩˋ ㄍㄨˋ ㄓ
他處,1,ㄊㄚ ㄔㄨˋ
他殺,1,ㄊㄚ ㄕㄚ
他山之石,1,ㄊㄚ ㄕㄢ ㄓ ㄕˊ
他說,1,ㄊㄚ ㄕㄨㄛ
他日,1,ㄊㄚ ㄖˋ
他人,1,ㄊㄚ ㄖㄣˊ
她,1,ㄊㄚ
她們,1,ㄊㄚ ㄇㄣ˙
祂,1,ㄊㄚ
牠,1,ㄊㄚ
牠們,1,ㄊㄚ ㄇㄣ˙
趿,1,ㄊㄚ
塌,1,ㄊㄚ
塌臺,1,ㄊㄚ ㄊㄞˊ
塌陷,1,ㄊㄚ ㄒㄧㄢˋ
塔,1,ㄊㄚˇ
塔臺,1,ㄊㄚˇ ㄊㄞˊ
塔斯社,1,ㄊㄚˇ ㄙ ㄕㄜˋ
拓,1,ㄊㄚˋ
拓碑,1,ㄊㄚˋ ㄅㄟ
拓本,1,ㄊㄚˋ ㄅㄣˇ
拓片,1,ㄊㄚˋ ㄆㄧㄢˋ
拓印,1,ㄊㄚˋ ㄧㄣˋ
沓,1,ㄊㄚˋ
踏,1,ㄊㄚˋ
踏板,1,ㄊㄚˋ ㄅㄢˇ
踏步,1,ㄊㄚˋ ㄅㄨˋ
踏破鐵鞋,1,ㄊㄚˋ ㄆㄛˋ ㄊㄧㄝˇ ㄒㄧㄝˊ
踏勘,1,ㄊㄚˋ ㄎㄢ
踏腳,1,ㄊㄚˋ ㄐㄧㄠˇ
踏腳石,1,ㄊㄚˋ ㄐㄧㄠˇ ㄕˊ
踏青,1,ㄊㄚˋ ㄑㄧㄥ
踏實,1,ㄊㄚˋ ㄕˊ
漯,1,ㄊㄚˋ
漯水,1,ㄊㄚˋ ㄕㄨㄟˇ
榻,1,ㄊㄚˋ
榻榻米,1,ㄊㄚˋ ㄊㄚˋ ㄇㄧˇ
遢,1,ㄊㄚˋ
蹋,1,ㄊㄚˋ
遝,1,ㄊㄚˋ
撻,1,ㄊㄚˋ
撻伐,1,ㄊㄚˋ ㄈㄚ
躂,1,ㄊㄚˋ
闥,1,ㄊㄚˋ
獺,1,ㄊㄚˋ
忒,1,ㄊㄜˋ
忑,1,ㄊㄜˋ
特,1,ㄊㄜˋ
特報,1,ㄊㄜˋ ㄅㄠˋ
特別,1,ㄊㄜˋ ㄅㄧㄝˊ
特別報導,1,ㄊㄜˋ ㄅㄧㄝˊ ㄅㄠˋ ㄉㄠˇ
特別門診,1,ㄊㄜˋ ㄅㄧㄝˊ ㄇㄣˊ ㄓㄣˇ
特別法,1,ㄊㄜˋ ㄅㄧㄝˊ ㄈㄚˇ
特別來賓,1,ㄊㄜˋ ㄅㄧㄝˊ ㄌㄞˊ ㄅㄧㄣ
特別扣除額,1,ㄊㄜˋ ㄅㄧㄝˊ ㄎㄡˋ ㄔㄨˊ ㄜˊ
特別護士,1,ㄊㄜˋ ㄅㄧㄝˊ ㄏㄨˋ ㄕˋ
特別節目,1,ㄊㄜˋ ㄅㄧㄝˊ ㄐㄧㄝˊ ㄇㄨˋ
特別助理,1,ㄊㄜˋ ㄅㄧㄝˊ ㄓㄨˋ ㄌㄧˇ
特別三○一條款,1,ㄊㄜˋ ㄅㄧㄝˊ ㄙㄢ ㄌㄧㄥˊ ㄧ ㄊㄧㄠˊ ㄎㄨㄢˇ
特派,1,ㄊㄜˋ ㄆㄞˋ
特派員,1,ㄊㄜˋ ㄆㄞˋ ㄩㄢˊ
特賣,1,ㄊㄜˋ ㄇㄞˋ
特大,1,ㄊㄜˋ ㄉㄚˋ
特等,1,ㄊㄜˋ ㄉㄥˇ
特地,1,ㄊㄜˋ ㄉㄧˋ
特點,1,ㄊㄜˋ ㄉㄧㄢˇ
特定,1,ㄊㄜˋ ㄉㄧㄥˋ
特立獨行,1,ㄊㄜˋ ㄌㄧˋ ㄉㄨˊ ㄒㄧㄥˊ
特例,1,ㄊㄜˋ ㄌㄧˋ
特洛伊城,1,ㄊㄜˋ ㄌㄨㄛˋ ㄧ ㄔㄥˊ
特稿,1,ㄊㄜˋ ㄍㄠˇ
特工,1,ㄊㄜˋ ㄍㄨㄥ
特攻隊,1,ㄊㄜˋ ㄍㄨㄥ ㄉㄨㄟˋ
特考,1,ㄊㄜˋ ㄎㄠˇ
特刊,1,ㄊㄜˋ ㄎㄢ
特惠,1,ㄊㄜˋ ㄏㄨㄟˋ
特級,1,ㄊㄜˋ ㄐㄧˊ
特輯,1,ㄊㄜˋ ㄐㄧˊ
特技,1,ㄊㄜˋ ㄐㄧˋ
特價,1,ㄊㄜˋ ㄐㄧㄚˋ
特價品,1,ㄊㄜˋ ㄐㄧㄚˋ ㄆㄧㄣˇ
特教,1,ㄊㄜˋ ㄐㄧㄠˋ
特獎,1,ㄊㄜˋ ㄐㄧㄤˇ
特遣,1,ㄊㄜˋ ㄑㄧㄢˇ
特勤,1,ㄊㄜˋ ㄑㄧㄣˊ
特強,1,ㄊㄜˋ ㄑㄧㄤˊ
特區,1,ㄊㄜˋ ㄑㄩ
特權,1,ㄊㄜˋ ㄑㄩㄢˊ
特寫,1,ㄊㄜˋ ㄒㄧㄝˇ
特效,1,ㄊㄜˋ ㄒㄧㄠˋ
特效藥,1,ㄊㄜˋ ㄒㄧㄠˋ ㄧㄠˋ
特性,1,ㄊㄜˋ ㄒㄧㄥˋ
特許,1,ㄊㄜˋ ㄒㄩˇ
特許費,1,ㄊㄜˋ ㄒㄩˇ ㄈㄟˋ
特選,1,ㄊㄜˋ ㄒㄩㄢˇ
特支,1,ㄊㄜˋ ㄓ
特質,1,ㄊㄜˋ ㄓˊ
特製,1,ㄊㄜˋ ㄓˋ
特展,1,ㄊㄜˋ ㄓㄢˇ
特徵,1,ㄊㄜˋ ㄓㄥ
特准,1,ㄊㄜˋ ㄓㄨㄣˇ
特種,1,ㄊㄜˋ ㄓㄨㄥˇ
特種部隊,1,ㄊㄜˋ ㄓㄨㄥˇ ㄅㄨˋ ㄉㄨㄟˋ
特種考試,1,ㄊㄜˋ ㄓㄨㄥˇ ㄎㄠˇ ㄕˋ
特產,1,ㄊㄜˋ ㄔㄢˇ
特長,1,ㄊㄜˋ ㄔㄤˊ
特出,1,ㄊㄜˋ ㄔㄨ
特使,1,ㄊㄜˋ ㄕˇ
特赦,1,ㄊㄜˋ ㄕㄜˋ
特殊,1,ㄊㄜˋ ㄕㄨ
特殊教育,1,ㄊㄜˋ ㄕㄨ ㄐㄧㄠˋ ㄩˋ
特餐,1,ㄊㄜˋ ㄘㄢ
特色,1,ㄊㄜˋ ㄙㄜˋ
特異,1,ㄊㄜˋ ㄧˋ
特異功能,1,ㄊㄜˋ ㄧˋ ㄍㄨㄥ ㄋㄥˊ
特意,1,ㄊㄜˋ ㄧˋ
特優,1,ㄊㄜˋ ㄧㄡ
特有,1,ㄊㄜˋ ㄧㄡˇ
特務,1,ㄊㄜˋ ㄨˋ
特約,1,ㄊㄜˋ ㄩㄝ
慝,1,ㄊㄜˋ
胎,1,ㄊㄞ
胎盤,1,ㄊㄞ ㄆㄢˊ
胎記,1,ㄊㄞ ㄐㄧˋ
胎教,1,ㄊㄞ ㄐㄧㄠˋ
胎生,1,ㄊㄞ ㄕㄥ
胎死腹中,1,ㄊㄞ ㄙˇ ㄈㄨˋ ㄓㄨㄥ
胎兒,1,ㄊㄞ ㄦˊ
抬,1,ㄊㄞˊ
抬頭,1,ㄊㄞˊ ㄊㄡˊ
抬頭挺胸,1,ㄊㄞˊ ㄊㄡˊ ㄊㄧㄥˇ ㄒㄩㄥ
抬高,1,ㄊㄞˊ ㄍㄠ
抬槓,1,ㄊㄞˊ ㄍㄤˋ
抬價,1,ㄊㄞˊ ㄐㄧㄚˋ
抬轎,1,ㄊㄞˊ ㄐㄧㄠˋ
抬愛,1,ㄊㄞˊ ㄞˋ
邰,1,ㄊㄞˊ
苔,1,ㄊㄞˊ
跆,1,ㄊㄞˊ
跆拳道,1,ㄊㄞˊ ㄑㄩㄢˊ ㄉㄠˋ
颱,1,ㄊㄞˊ
颱風,1,ㄊㄞˊ ㄈㄥ
颱風眼,1,ㄊㄞˊ ㄈㄥ ㄧㄢˇ
駘,1,ㄊㄞˊ
臺,1,ㄊㄞˊ
臺風,1,ㄊㄞˊ ㄈㄥ
臺甫,1,ㄊㄞˊ ㄈㄨˇ
臺地,1,ㄊㄞˊ ㄉㄧˋ
臺端,1,ㄊㄞˊ ㄉㄨㄢ
臺兩,1,ㄊㄞˊ ㄌㄧㄤˇ
臺基,1,ㄊㄞˊ ㄐㄧ
臺階,1,ㄊㄞˊ ㄐㄧㄝ
臺錢,1,ㄊㄞˊ ㄑㄧㄢˊ
臺柱,1,ㄊㄞˊ ㄓㄨˋ
臺省,1,ㄊㄞˊ ㄕㄥˇ
臺詞,1,ㄊㄞˊ ㄘˊ
臺灣,1,ㄊㄞˊ ㄨㄢ
臺灣光復節,1,ㄊㄞˊ ㄨㄢ ㄍㄨㄤ ㄈㄨˋ ㄐㄧㄝˊ
臺灣海峽,1,ㄊㄞˊ ㄨㄢ ㄏㄞˇ ㄒㄧㄚˊ
臺灣黑熊,1,ㄊㄞˊ ㄨㄢ ㄏㄟ ㄒㄩㄥˊ
臺灣精品,1,ㄊㄞˊ ㄨㄢ ㄐㄧㄥ ㄆㄧㄣˇ
臺灣學術網路,1,ㄊㄞˊ ㄨㄢ ㄒㄩㄝˊ ㄕㄨˋ ㄨㄤˇ ㄌㄨˋ
檯,1,ㄊㄞˊ
檯面,1,ㄊㄞˊ ㄇㄧㄢˋ
檯子,1,ㄊㄞˊ ㄗ˙
太,1,ㄊㄞˋ
太白粉,1,ㄊㄞˋ ㄅㄞˊ ㄈㄣˇ
太白金星,1,ㄊㄞˋ ㄅㄞˊ ㄐㄧㄣ ㄒㄧㄥ
太保,1,ㄊㄞˋ ㄅㄠˇ
太平,1,ㄊㄞˋ ㄆㄧㄥˊ
太平門,1,ㄊㄞˋ ㄆㄧㄥˊ ㄇㄣˊ
太平梯,1,ㄊㄞˋ ㄆㄧㄥˊ ㄊㄧ
太平間,1,ㄊㄞˋ ㄆㄧㄥˊ ㄐㄧㄢ
太平盛世,1,ㄊㄞˋ ㄆㄧㄥˊ ㄕㄥˋ ㄕˋ
太平洋,1,ㄊㄞˋ ㄆㄧㄥˊ ㄧㄤˊ
太妹,1,ㄊㄞˋ ㄇㄟˋ
太夫人,1,ㄊㄞˋ ㄈㄨ ㄖㄣˊ
太太,1,ㄊㄞˋ ㄊㄞ˙
太空,1,ㄊㄞˋ ㄎㄨㄥ
太空漫步,1,ㄊㄞˋ ㄎㄨㄥ ㄇㄢˋ ㄅㄨˋ
太空科學,1,ㄊㄞˋ ㄎㄨㄥ ㄎㄜ ㄒㄩㄝˊ
太空劇場,1,ㄊㄞˋ ㄎㄨㄥ ㄐㄩˋ ㄔㄤˇ
太空站,1,ㄊㄞˋ ㄎㄨㄥ ㄓㄢˋ
太空船,1,ㄊㄞˋ ㄎㄨㄥ ㄔㄨㄢˊ
太空人,1,ㄊㄞˋ ㄎㄨㄥ ㄖㄣˊ
太空總署,1,ㄊㄞˋ ㄎㄨㄥ ㄗㄨㄥˇ ㄕㄨˇ
太空艙,1,ㄊㄞˋ ㄎㄨㄥ ㄘㄤ
太空梭,1,ㄊㄞˋ ㄎㄨㄥ ㄙㄨㄛ
太空衣,1,ㄊㄞˋ ㄎㄨㄥ ㄧ
太后,1,ㄊㄞˋ ㄏㄡˋ
太極,1,ㄊㄞˋ ㄐㄧˊ
太極拳,1,ㄊㄞˋ ㄐㄧˊ ㄑㄩㄢˊ
太監,1,ㄊㄞˋ ㄐㄧㄢˋ
太虛,1,ㄊㄞˋ ㄒㄩ
太師椅,1,ㄊㄞˋ ㄕ ㄧˇ
太守,1,ㄊㄞˋ ㄕㄡˇ
太上皇,1,ㄊㄞˋ ㄕㄤˋ ㄏㄨㄤˊ
太子,1,ㄊㄞˋ ㄗˇ
太宰,1,ㄊㄞˋ ㄗㄞˇ
太祖,1,ㄊㄞˋ ㄗㄨˇ
太座,1,ㄊㄞˋ ㄗㄨㄛˋ
太宗,1,ㄊㄞˋ ㄗㄨㄥ
太歲,1,ㄊㄞˋ ㄙㄨㄟˋ
太醫,1,ㄊㄞˋ ㄧ
太陰,1,ㄊㄞˋ ㄧㄣ
太陽,1,ㄊㄞˋ ㄧㄤˊ
太陽能,1,ㄊㄞˋ ㄧㄤˊ ㄋㄥˊ
太陽黑子,1,ㄊㄞˋ ㄧㄤˊ ㄏㄟ ㄗˇ
太陽系,1,ㄊㄞˋ ㄧㄤˊ ㄒㄧˋ
太陽穴,1,ㄊㄞˋ ㄧㄤˊ ㄒㄩㄝˋ
太陽眼鏡,1,ㄊㄞˋ ㄧㄤˊ ㄧㄢˇ ㄐㄧㄥˋ
汰,1,ㄊㄞˋ
汰換,1,ㄊㄞˋ ㄏㄨㄢˋ
汰舊換新,1,ㄊㄞˋ ㄐㄧㄡˋ ㄏㄨㄢˋ ㄒㄧㄣ
肽,1,ㄊㄞˋ
鈦,1,ㄊㄞˋ
泰,1,ㄊㄞˋ
泰斗,1,ㄊㄞˋ ㄉㄡˇ
泰山,1,ㄊㄞˋ ㄕㄢ
泰山北斗,1,ㄊㄞˋ ㄕㄢ ㄅㄟˇ ㄉㄡˇ
泰山壓頂,1,ㄊㄞˋ ㄕㄢ ㄧㄚ ㄉㄧㄥˇ
泰然,1,ㄊㄞˋ ㄖㄢˊ
泰然自若,1,ㄊㄞˋ ㄖㄢˊ ㄗˋ ㄖㄨㄛˋ
態,1,ㄊㄞˋ
態度,1,ㄊㄞˋ ㄉㄨˋ
態勢,1,ㄊㄞˋ ㄕˋ
叨,1,ㄊㄠ
叨光,1,ㄊㄠ ㄍㄨㄤ
叨擾,1,ㄊㄠ ㄖㄠˇ
掏,1,ㄊㄠ
掏空,1,ㄊㄠ ㄎㄨㄥ
掏錢,1,ㄊㄠ ㄑㄧㄢˊ
掏腰包,1,ㄊㄠ ㄧㄠ ㄅㄠ
滔,1,ㄊㄠ
滔滔,1,ㄊㄠ ㄊㄠ
滔滔不絕,1,ㄊㄠ ㄊㄠ ㄅㄨˋ ㄐㄩㄝˊ
滔滔雄辯,1,ㄊㄠ ㄊㄠ ㄒㄩㄥˊ ㄅㄧㄢˋ
滔天,1,ㄊㄠ ㄊㄧㄢ
滔天大罪,1,ㄊㄠ ㄊㄧㄢ ㄉㄚˋ ㄗㄨㄟˋ
搯,1,ㄊㄠ
韜,1,ㄊㄠ
韜光,1,ㄊㄠ ㄍㄨㄤ
韜光養晦,1,ㄊㄠ ㄍㄨㄤ ㄧㄤˇ ㄏㄨㄟˋ
絛,1,ㄊㄠ
饕,1,ㄊㄠ
饕餮,1,ㄊㄠ ㄊㄧㄝˋ
桃,1,ㄊㄠˊ
桃符,1,ㄊㄠˊ ㄈㄨˊ
桃太郎,1,ㄊㄠˊ ㄊㄞˋ ㄌㄤˊ
桃李,1,ㄊㄠˊ ㄌㄧˇ
桃李不言下自成蹊,1,ㄊㄠˊ ㄌㄧˇ ㄅㄨˋ ㄧㄢˊ ㄒㄧㄚˋ ㄗˋ ㄔㄥˊ ㄒㄧ
桃李滿天下,1,ㄊㄠˊ ㄌㄧˇ ㄇㄢˇ ㄊㄧㄢ ㄒㄧㄚˋ
桃花,1,ㄊㄠˊ ㄏㄨㄚ
桃花劫,1,ㄊㄠˊ ㄏㄨㄚ ㄐㄧㄝˊ
桃花眼,1,ㄊㄠˊ ㄏㄨㄚ ㄧㄢˇ
桃花源,1,ㄊㄠˊ ㄏㄨㄚ ㄩㄢˊ
桃花運,1,ㄊㄠˊ ㄏㄨㄚ ㄩㄣˋ
桃紅,1,ㄊㄠˊ ㄏㄨㄥˊ
桃紅柳綠,1,ㄊㄠˊ ㄏㄨㄥˊ ㄌㄧㄡˇ ㄌㄩˋ
桃子,1,ㄊㄠˊ ㄗ˙
桃色,1,ㄊㄠˊ ㄙㄜˋ
桃色糾紛,1,ㄊㄠˊ ㄙㄜˋ ㄐㄧㄡ ㄈㄣ
桃源,1,ㄊㄠˊ ㄩㄢˊ
桃園結義,1,ㄊㄠˊ ㄩㄢˊ ㄐㄧㄝˊ ㄧˋ
逃,1,ㄊㄠˊ
逃避,1,ㄊㄠˊ ㄅㄧˋ
逃兵,1,ㄊㄠˊ ㄅㄧㄥ
逃跑,1,ㄊㄠˊ ㄆㄠˇ
逃命,1,ㄊㄠˊ ㄇㄧㄥˋ
逃犯,1,ㄊㄠˊ ㄈㄢˋ
逃脫,1,ㄊㄠˊ ㄊㄨㄛ
逃難,1,ㄊㄠˊ ㄋㄢˋ
逃匿,1,ㄊㄠˊ ㄋㄧˋ
逃漏,1,ㄊㄠˊ ㄌㄡˋ
逃漏稅,1,ㄊㄠˊ ㄌㄡˋ ㄕㄨㄟˋ
逃離,1,ㄊㄠˊ ㄌㄧˊ
逃荒,1,ㄊㄠˊ ㄏㄨㄤ
逃家,1,ㄊㄠˊ ㄐㄧㄚ
逃學,1,ㄊㄠˊ ㄒㄩㄝˊ
逃之夭夭,1,ㄊㄠˊ ㄓ ㄧㄠ ㄧㄠ
逃生,1,ㄊㄠˊ ㄕㄥ
逃稅,1,ㄊㄠˊ ㄕㄨㄟˋ
逃走,1,ㄊㄠˊ ㄗㄡˇ
逃罪,1,ㄊㄠˊ ㄗㄨㄟˋ
逃竄,1,ㄊㄠˊ ㄘㄨㄢˋ
逃逸,1,ㄊㄠˊ ㄧˋ
逃亡,1,ㄊㄠˊ ㄨㄤˊ
逃獄,1,ㄊㄠˊ ㄩˋ
淘,1,ㄊㄠˊ
淘汰,1,ㄊㄠˊ ㄊㄞˋ
淘汰賽,1,ㄊㄠˊ ㄊㄞˋ ㄙㄞˋ
淘空,1,ㄊㄠˊ ㄎㄨㄥ
淘金,1,ㄊㄠˊ ㄐㄧㄣ
淘金夢,1,ㄊㄠˊ ㄐㄧㄣ ㄇㄥˋ
淘金客,1,ㄊㄠˊ ㄐㄧㄣ ㄎㄜˋ
淘氣,1,ㄊㄠˊ ㄑㄧˋ
啕,1,ㄊㄠˊ
陶,1,ㄊㄠˊ
陶土,1,ㄊㄠˊ ㄊㄨˇ
陶器,1,ㄊㄠˊ ㄑㄧˋ
陶鑄,1,ㄊㄠˊ ㄓㄨˋ
陶然,1,ㄊㄠˊ ㄖㄢˊ
陶醉,1,ㄊㄠˊ ㄗㄨㄟˋ
陶偶,1,ㄊㄠˊ ㄡˇ
陶藝,1,ㄊㄠˊ ㄧˋ
陶冶,1,ㄊㄠˊ ㄧㄝˇ
萄,1,ㄊㄠˊ
濤,1,ㄊㄠˊ
燾,1,ㄊㄠˊ
討,1,ㄊㄠˇ
討便宜,1,ㄊㄠˇ ㄆㄧㄢˊ ㄧˊ
討伐,1,ㄊㄠˇ ㄈㄚ
討飯,1,ㄊㄠˇ ㄈㄢˋ
討論,1,ㄊㄠˇ ㄌㄨㄣˋ
討海人,1,ㄊㄠˇ ㄏㄞˇ ㄖㄣˊ
討好,1,ㄊㄠˇ ㄏㄠˇ
討價還價,1,ㄊㄠˇ ㄐㄧㄚˋ ㄏㄨㄢˊ ㄐㄧㄚˋ
討教,1,ㄊㄠˇ ㄐㄧㄠˋ
討救兵,1,ㄊㄠˇ ㄐㄧㄡˋ ㄅㄧㄥ
討債,1,ㄊㄠˇ ㄓㄞˋ
討生活,1,ㄊㄠˇ ㄕㄥ ㄏㄨㄛˊ
討人情,1,ㄊㄠˇ ㄖㄣˊ ㄑㄧㄥˊ
討厭,1,ㄊㄠˇ ㄧㄢˋ
套,1,ㄊㄠˋ
套房,1,ㄊㄠˋ ㄈㄤˊ
套頭,1,ㄊㄠˋ ㄊㄡˊ
套牢,1,ㄊㄠˋ ㄌㄠˊ
套利,1,ㄊㄠˋ ㄌㄧˋ
套匯,1,ㄊㄠˋ ㄏㄨㄟˋ
套交情,1,ㄊㄠˋ ㄐㄧㄠ ㄑㄧㄥˊ
套間,1,ㄊㄠˋ ㄐㄧㄢ
套招,1,ㄊㄠˋ ㄓㄠ
套裝,1,ㄊㄠˋ ㄓㄨㄤ
套裝旅遊,1,ㄊㄠˋ ㄓㄨㄤ ㄌㄩˇ ㄧㄡˊ
套裝軟體,1,ㄊㄠˋ ㄓㄨㄤ ㄖㄨㄢˇ ㄊㄧˇ
套餐,1,ㄊㄠˋ ㄘㄢ
套色,1,ㄊㄠˋ ㄙㄜˋ
套印,1,ㄊㄠˋ ㄧㄣˋ
套用,1,ㄊㄠˋ ㄩㄥˋ
偷,1,ㄊㄡ
偷跑,1,ㄊㄡ ㄆㄠˇ
偷得浮生半日閒,1,ㄊㄡ ㄉㄜˊ ㄈㄨˊ ㄕㄥ ㄅㄢˋ ㄖˋ ㄒㄧㄢˊ
偷盜,1,ㄊㄡ ㄉㄠˋ
偷渡,1,ㄊㄡ ㄉㄨˋ
偷渡客,1,ㄊㄡ ㄉㄨˋ ㄎㄜˋ
偷偷的,1,ㄊㄡ ㄊㄡ ㄉㄜ˙
偷偷摸摸,1,ㄊㄡ ㄊㄡ ㄇㄛ ㄇㄛ
偷天換日,1,ㄊㄡ ㄊㄧㄢ ㄏㄨㄢˋ ㄖˋ
竊聽器,1,ㄑㄧㄝˋ ㄊㄧㄥ ㄑㄧˋ
偷懶,1,ㄊㄡ ㄌㄢˇ
偷工減料,1,ㄊㄡ ㄍㄨㄥ ㄐㄧㄢˇ ㄌㄧㄠˋ
偷空,1,ㄊㄡ ㄎㄨㄥˋ
偷雞不著蝕把米,1,ㄊㄡ ㄐㄧ ㄅㄨˋ ㄓㄠˊ ㄕˊ ㄅㄚˇ ㄇㄧˇ
偷雞摸狗,1,ㄊㄡ ㄐㄧ ㄇㄛ ㄍㄡˇ
偷竊,1,ㄊㄡ ㄑㄧㄝˋ
偷情,1,ㄊㄡ ㄑㄧㄥˊ
偷襲,1,ㄊㄡ ㄒㄧˊ
偷笑,1,ㄊㄡ ㄒㄧㄠˋ
偷閒,1,ㄊㄡ ㄒㄧㄢˊ
偷嚐禁果,1,ㄊㄡ ㄔㄤˊ ㄐㄧㄣˋ ㄍㄨㄛˇ
偷生,1,ㄊㄡ ㄕㄥ
偷兒,1,ㄊㄡ ㄦ
投,1,ㄊㄡˊ
投保,1,ㄊㄡˊ ㄅㄠˇ
投奔,1,ㄊㄡˊ ㄅㄣ
投筆從戎,1,ㄊㄡˊ ㄅㄧˇ ㄘㄨㄥˊ ㄖㄨㄥˊ
投標,1,ㄊㄡˊ ㄅㄧㄠ
投鞭斷流,1,ㄊㄡˊ ㄅㄧㄢ ㄉㄨㄢˋ ㄌㄧㄡˊ
投票,1,ㄊㄡˊ ㄆㄧㄠˋ
投票權,1,ㄊㄡˊ ㄆㄧㄠˋ ㄑㄩㄢˊ
投彈,1,ㄊㄡˊ ㄉㄢˋ
投遞,1,ㄊㄡˊ ㄉㄧˋ
投胎,1,ㄊㄡˊ ㄊㄞ
投桃報李,1,ㄊㄡˊ ㄊㄠˊ ㄅㄠˋ ㄌㄧˇ
投稿,1,ㄊㄡˊ ㄍㄠˇ
投考,1,ㄊㄡˊ ㄎㄠˇ
投靠,1,ㄊㄡˊ ㄎㄠˋ
投合,1,ㄊㄡˊ ㄏㄜˊ
投懷送抱,1,ㄊㄡˊ ㄏㄨㄞˊ ㄙㄨㄥˋ ㄅㄠˋ
投機,1,ㄊㄡˊ ㄐㄧ
投機分子,1,ㄊㄡˊ ㄐㄧ ㄈㄣˋ ㄗˇ
投機取巧,1,ㄊㄡˊ ㄐㄧ ㄑㄩˇ ㄑㄧㄠˇ
投寄,1,ㄊㄡˊ ㄐㄧˋ
投江,1,ㄊㄡˊ ㄐㄧㄤ
投其所好,1,ㄊㄡˊ ㄑㄧˊ ㄙㄨㄛˇ ㄏㄠˋ
投契,1,ㄊㄡˊ ㄑㄧˋ
投效,1,ㄊㄡˊ ㄒㄧㄠˋ
投現,1,ㄊㄡˊ ㄒㄧㄢˋ
投降,1,ㄊㄡˊ ㄒㄧㄤˊ
投擲,1,ㄊㄡˊ ㄓˊ
投注,1,ㄊㄡˊ ㄓㄨˋ
投誠,1,ㄊㄡˊ ㄔㄥˊ
投石問路,1,ㄊㄡˊ ㄕˊ ㄨㄣˋ ㄌㄨˋ
投射,1,ㄊㄡˊ ㄕㄜˋ
投手,1,ㄊㄡˊ ㄕㄡˇ
投手犯規,1,ㄊㄡˊ ㄕㄡˇ ㄈㄢˋ ㄍㄨㄟ
投手防禦率,1,ㄊㄡˊ ㄕㄡˇ ㄈㄤˊ ㄩˋ ㄌㄩˋ
投身,1,ㄊㄡˊ ㄕㄣ
投生,1,ㄊㄡˊ ㄕㄥ
投書,1,ㄊㄡˊ ㄕㄨ
投鼠忌器,1,ㄊㄡˊ ㄕㄨˇ ㄐㄧˋ ㄑㄧˋ
投水,1,ㄊㄡˊ ㄕㄨㄟˇ
投入,1,ㄊㄡˊ ㄖㄨˋ
投資,1,ㄊㄡˊ ㄗ
投資報酬率,1,ㄊㄡˊ ㄗ ㄅㄠˋ ㄔㄡˊ ㄌㄩˋ
投資公司,1,ㄊㄡˊ ㄗ ㄍㄨㄥ ㄙ
投資人,1,ㄊㄡˊ ㄗ ㄖㄣˊ
投資額,1,ㄊㄡˊ ㄗ ㄜˊ
投宿,1,ㄊㄡˊ ㄙㄨˋ
投訴,1,ㄊㄡˊ ㄙㄨˋ
投訴無門,1,ㄊㄡˊ ㄙㄨˋ ㄨˊ ㄇㄣˊ
投案,1,ㄊㄡˊ ㄢˋ
投藥,1,ㄊㄡˊ ㄧㄠˋ
投影,1,ㄊㄡˊ ㄧㄥˇ
投影片,1,ㄊㄡˊ ㄧㄥˇ ㄆㄧㄢˋ
投影機,1,ㄊㄡˊ ㄧㄥˇ ㄐㄧ
投緣,1,ㄊㄡˊ ㄩㄢˊ
骰,1,ㄊㄡˊ
骰子,1,ㄊㄡˊ ㄗ˙
頭,1,ㄊㄡˊ
頭版,1,ㄊㄡˊ ㄅㄢˇ
頭部,1,ㄊㄡˊ ㄅㄨˋ
頭破血流,1,ㄊㄡˊ ㄆㄛˋ ㄒㄧㄝˇ ㄌㄧㄡˊ
頭皮,1,ㄊㄡˊ ㄆㄧˊ
頭皮屑,1,ㄊㄡˊ ㄆㄧˊ ㄒㄧㄝˋ
頭目,1,ㄊㄡˊ ㄇㄨˋ
頭髮,1,ㄊㄡˊ ㄈㄚˇ
頭大,1,ㄊㄡˊ ㄉㄚˋ
頭等,1,ㄊㄡˊ ㄉㄥˇ
頭等艙,1,ㄊㄡˊ ㄉㄥˇ ㄘㄤ
頭頂,1,ㄊㄡˊ ㄉㄧㄥˇ
頭套,1,ㄊㄡˊ ㄊㄠˋ
頭頭是道,1,ㄊㄡˊ ㄊㄡˊ ㄕˋ ㄉㄠˋ
頭疼,1,ㄊㄡˊ ㄊㄥˊ
頭條新聞,1,ㄊㄡˊ ㄊㄧㄠˊ ㄒㄧㄣ ㄨㄣˊ
頭痛,1,ㄊㄡˊ ㄊㄨㄥˋ
頭腦,1,ㄊㄡˊ ㄋㄠˇ
